"__mclCluster","EnrichmentMap::Colouring (Dataset 1)","EnrichmentMap::ES (Dataset 1)","EnrichmentMap::fdr_qvalue (Dataset 1)","EnrichmentMap::fwer_qvalue (Dataset 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Dataset 1)","EnrichmentMap::pvalue (Dataset 1)","name","NumChildren","NumDescendents","selected","shared name"
"2","0.9951","0.4495","0.0474","0.715","UBA52|UBB|UBC|RPS27A|VPS4A|CHMP2A|CHMP2B|CHMP3|CHMP4A|CHMP4B|CHMP4C|CHMP6|CHMP7|MVB12A|MVB12B|TSG101|UBAP1|NEDD4L|VPS28|CHMP5|VPS37A|VPS37B|VPS4B|VPS37C|VTA1|VPS37D|PPIA|PDCD6IP","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION","28","ENR","REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION","1.7114","0.0049","REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION",,,"false","REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION"
"6","0.9582","0.4486","0.0975","0.986","SIRT3|NFS1|CS|ACAT1|FXN|CSKMT|IDH2|ISCA1|ISCA2|SDHA|SDHAF1|SDHAF2|SDHAF3|SDHAF4|ACO2|SDHB|SDHC|SDHD|ISCU|LYRM4","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE","20","ENR","REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE","1.5401","0.0418","REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE",,,"false","REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE"
"5","1.0","0.373","0.0102","0.054","CC2D2A|RAB11A|CEP162|CEP83|CEP89|FBF1|IQCB1|MAPK11|KIF24|MAPK14|MARK4|NPHP1|SCLT1|SEPTIN2|TCTN1|AKAP9|TCTN2|TCTN3|TMEM216|TMEM67|TTBK2|PDE6D|ATAT1|CLUAP1|DYNC2I1|DYNC2I2|KIF3B|DYNC2LI1|KIF3C|DYNLRB1|DYNLT2B|IFT20|IFT22|IFT25|IFT27|KIFAP3|IFT43|IFT46|IFT56|IFT70A|IFT70B|NRF1|IFT74|IFT80|CALM1|IFT81|PPARGC1B|TRAF3IP1|MTX1|CEP43|ARL13B|IFT88|HAUS1|SAMM50|CNTRL|HAUS2|HAUS3|CREB1|HAUS4|APOO|CREBBP|HAUS5|ATP5F1C|HAUS6|ATP5F1D|HAUS7|ATP5F1E|HAUS8|ATP5MC2|ATP5MC3|ATP5ME|ATP5MF|ATP5MG|DCTN1|ATP5MJ|ATP5MK|ASAP1|ATP5PB|ATP5PD|PKD1|ATP5PF|PKD2|ATP5PO|RAB11FIP3|CHCHD6|RAB3IP|DMAC2L|RAB8A|DNAJC11|IMMT|MICOS10|MICOS13|TMEM11|MAPRE1|KIF3A|NDE1|NEDD1|NEK2|NINL|ATP5F1A|ATP5MC1|DYNC2H1|CHCHD3|IFT122|IFT140|IFT172|IFT52|IFT57|MKS1|RPGRIP1L|ODF2|OFD1|PAFAH1B1|PCM1|TTC21B|PCNT|WDR19|HDAC3|WDR35|PLK1|PLK4|HDAC6|MTX2|CCT3|CCT4|CCT5|PRKACA|PRKAR2B|NCOA6|HSP90AA1|SDCCAG8|ESRRA|HSPA9|ATP5F1B|SFI1|GABPA|GABPB1|MED1|GLUD1|CHD9|IDH2|NR1D1|HELZ2|MTERF1|PERM1|TGS1|ARF4|POLG2|POLRMT|PPRC1|SIRT4|SIRT5|SSBP1|TFAM|SSNA1|TFB1M|TFB2M|TWNK|PPARA|TNPO1|TUBA1A|TUBA1B|TUBA1C|TUBA4A|CCT2|MEF2C|TUBA8|CCT8|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|GBF1|TUBB4A|TUBB4B|TUBB6|TUBG1|YWHAE|NCOR1|YWHAG|KIF17|PRKAB1|TCP1|PRKAG1|NCOA2|PPARGC1A|SIRT3|RXRA|PRKAA2|PRKAB2|PRKAG2|MAPK12|PPP2R1A|ACSS2|CYCS|SMO|CEP97|NPHP4|ARL3|ARL6|BBIP1|BBS1|BBS10|BBS12|BBS2|BBS4|BBS5|BBS7|BBS9|CYS1|LZTFL1|MKKS|NPHP3|RP2|TTC8|UNC119B|MEF2D|EXOC1|EXOC2|EXOC3|EXOC4|EXOC5|EXOC6|EXOC7|EXOC8|ATF2|TBL1X|TBL1XR1|CARM1|ALAS1|APOOL|HCFC1|TRIP11|SMARCD3|ACTR1A|NCOA1|ALMS1|B9D2|CAMK4|CCP110|CDK1|CDK5RAP2|CENPJ|MCHR1|SOD2|CEP131|CEP135|CEP152|INPP5E|CEP164|CEP192|CEP250|CEP290|CEP41|CEP57|CEP63|CEP70|CEP72|CEP76|CEP78|CETN2|CKAP5|CLASP1|CSNK1D|CSNK1E|DCTN2|DCTN3|DYNC1H1|CRTC1|CRTC2|DYNC1I2|CRTC3|AHI1|B9D1|DYNLL1|C2CD3|DYNLL2|USP46","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE","279","ENR","REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE","2.0875","0.0","REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE",,,"false","REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE"
"1","0.989","0.5326","0.0426","0.616","FYN|PIK3CD|PIK3R1|PIK3R2|PIK3R3|CRK|RAPGEF1|CRKL|LYN|GRB2|CBL|UBA52|UBB|UBC|YES1|PIK3CA|PIK3CB|RPS27A","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_SIGNALING_BY_CBL","18","ENR","REACTOME_REGULATION_OF_SIGNALING_BY_CBL","1.7521","0.011","REACTOME_REGULATION_OF_SIGNALING_BY_CBL",,,"false","REACTOME_REGULATION_OF_SIGNALING_BY_CBL"
"1","1.0","0.4186","0.0043","0.014","ERCC6L|FIRRM|AKAP9|CCNB1|CEP43|CLIP1|HAUS1|CNTRL|HAUS2|HAUS3|HAUS4|HAUS5|HAUS6|HAUS7|HAUS8|INCENP|ITGB3BP|KIF18A|DCTN1|KIF2A|KIF2C|KNL1|KNTC1|MAD1L1|MAD2L1|EML4|MAPRE1|MIS12|MZT1|MZT2A|MZT2B|NCAPD2|NCAPG|NCAPH|NDC80|NDE1|NDEL1|NEDD1|NEK2|NEK6|NEK7|NEK9|NINL|NME7|NSL1|NUDC|NUF2|NUMA1|NUP107|NUP133|NUP160|NUP37|NUP43|NUP85|NUP98|ODF2|OFD1|PAFAH1B1|PCM1|PCNT|PDS5A|PDS5B|PLK1|PLK4|PMF1|HDAC8|PRKACA|PRKAR2B|HSP90AA1|RAD21|RANGAP1|RCC2|RPS27|SDCCAG8|SEC13|SEH1L|SFI1|SGO1|SGO2|SKA1|SKA2|SMC1A|SMC2|SMC3|SMC4|SPC24|SPC25|SPDL1|SSNA1|STAG1|STAG2|TAOK1|TUBA1A|TUBA1B|TUBA1C|TUBA4A|TUBA8|TUBB|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|TUBG1|TUBG2|TUBGCP2|TUBGCP3|TUBGCP4|TUBGCP5|TUBGCP6|WAPL|XPO1|YWHAE|YWHAG|ZW10|ZWILCH|ZWINT|PPP1CC|PPP2CA|PPP2CB|PPP2R1A|PPP2R1B|PPP2R5A|PPP2R5B|PPP2R5C|PPP2R5D|PPP2R5E|RANBP2|ACTR1A|AHCTF1|ALMS1|AURKB|B9D2|BIRC5|BUB1|BUB1B|BUB3|CCNB2|CCP110|CDC20|CDCA5|CDCA8|CDK1|CDK5RAP2|CENPA|CENPC|CENPE|CENPF|CENPH|CENPI|CENPJ|CENPK|CENPL|CENPM|CENPN|CENPO|CENPP|CENPQ|CENPS|CENPT|CENPU|CEP131|CEP135|CEP152|CEP164|CEP192|CEP250|CEP290|CEP41|CEP57|CEP63|CEP70|CEP72|CEP76|CEP78|CETN2|CKAP5|CLASP1|CLASP2|CSNK1D|CSNK1E|CSNK2A1|CSNK2A2|CSNK2B|DCTN2|DCTN3|DSN1|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOTIC_PROMETAPHASE","196","ENR","REACTOME_MITOTIC_PROMETAPHASE","2.1918","0.0","REACTOME_MITOTIC_PROMETAPHASE",,,"false","REACTOME_MITOTIC_PROMETAPHASE"
"1","-1.0","-0.5096","0.0049","0.192","FIRRM|H2AC14|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|H2AX|H2AZ2|H2BC10|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|ATM|H3-3B|BLM|H3C1|BRCA1|H3C10|BRCA2|H3C11|DMC1|H3C12|FIGNL1|H3C13|H3C14|MLH1|H3C2|MLH3|H3C3|MND1|H3C4|MRE11|H3C6|MSH5|H3C7|NBN|H3C8|PSMC3IP|H4C1|RAD50|H4C11|RAD51|H4C12|RAD51C|H4C13|RBBP8|H4C14|RPA1|H4C16|RPA2|H4C2|RPA3|H4C3|TEX15|H4C4|TOP3A|H4C5|H4C8|H4C9|LMNB1|ADAM21|ATR|B4GALT1|BMP4|CATSPER3|CATSPERG|CBFA2T2|CD9|CXCR4|DIDO1|HSPA2|HVCN1|IZUMO4|NANOG|OVGP1|PDPN|POU5F1|PRDM1|REC8|STAG3|SUN1|SUN2|SYCE2|SYCP2|SYNE1|SYNE2|TET2|TFAP2C|ZP3|RAD21|SMC1A|SMC3|STAG1|STAG2|LMNA|UBE2I|ACD|POT1|TERF1|TERF2|TERF2IP|TINF2|CDK2|CDK4","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REPRODUCTION","121","ENR","REACTOME_REPRODUCTION","-1.8522","0.0","REACTOME_REPRODUCTION",,,"false","REACTOME_REPRODUCTION"
"9","-1.0","-0.4341","0.0492","0.995","C3|DHH|FZD4|FZD5|FZD6|FZD8|CXCR4|GNB1|CCL2|CCL22|CCL5|CCR1|CXCL10|CXCL2|CXCL8|ADCYAP1R1|ADGRE2|ADGRE5|ADM|ADM2|CALCRL|CASR|CD55|FZD1|PTAFR|FZD2|FZD3|FZD7|FZD9|GABBR1|GABBR2|GIPR|GNAS|GNB2|GNB3|GNB4|GNB5|GNG10|GNG11|GNG12|GNG2|GNG3|GNG4|GNG5|GNG7|GNG8|GRM1|GRM2|GRM5|GRM7|GRM8|PTCH1|PTCH2|PTH1R|PTHLH|RAMP1|RAMP2|RAMP3|SMO|TAS1R3|TAS2R14|TAS2R19|TAS2R20|TAS2R30|TAS2R31|TAS2R4|TAS2R5|UCN|UCN2|VIPR1|WNT1|WNT10A|WNT10B|WNT11|WNT16|WNT2B|WNT3|WNT4|WNT5A|WNT6|WNT7A|WNT7B|WNT9A|WNT9B|SHH|ACKR1|ACKR3|ACKR4|ADORA1|ADORA2A|ADORA2B|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRB1|AGT|AGTR1|ANXA1|APLN|AVPR1A|BDKRB1|BDKRB2|C3AR1|C5|C5AR1|C5AR2|CCK|CCL25|CCR10|CCR4|CHRM1|CHRM3|CHRM4|CMKLR1|CNR1|CNR2|CORT|CX3CL1|CXCL11|CXCL12|CXCL16|CXCL3|DRD2|DRD4|ECE1|ECE2|EDN1|EDN3|EDNRA|EDNRB|F2R|F2RL1|F2RL2|F2RL3|GAL|GALR1|GNRH1|GPER1|GPR18|GPR35|GPR37|GPR37L1|GPR39|APP|GPR4|GPR65|GPR68|GRPR|HCAR1|HEBP1|HRH1|HRH2|HRH3|HRH4|HTR1D|HTR2A|HTR6|KEL|KISS1R|LPAR1|LPAR2|LPAR4|LPAR6|LTB4R|LTB4R2|MC1R|MC5R|MCHR1|MTNR1A|NLN|NMB|NMU|NPB|NPFFR1|NPS|NPW|NPY|NPY1R|NPY2R|NTSR1|OPN3|OPRD1|OPRL1|OPRM1|OXTR|P2RY1|P2RY11|P2RY2|P2RY6|PENK|PLPPR1|PLPPR2|PLPPR3|PLPPR4|PLPPR5|PROK1|PROKR1|PSAP|PTGER1|PTGER4|PTGIR|QRFPR|RGR|S1PR1|S1PR2|S1PR3|S1PR5|SSTR2|TACR1|TBXA2R|TSHR|UTS2B|UTS2R|IAPP","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GPCR_LIGAND_BINDING","216","ENR","REACTOME_GPCR_LIGAND_BINDING","-1.6299","0.0","REACTOME_GPCR_LIGAND_BINDING",,,"false","REACTOME_GPCR_LIGAND_BINDING"
"1","1.0","0.4482","0.0","0.0","EMD|ERCC6L|ESPL1|FBXO5|CCNB1|CLIP1|INCENP|IST1|ITGB3BP|KIF18A|KIF2A|KIF2C|KNL1|KNTC1|KPNB1|LBR|LEMD2|LEMD3|LMNB1|MAD1L1|MAD2L1|MAPRE1|MIS12|NDC1|NDC80|NDE1|NDEL1|NSL1|NUDC|NUF2|NUP107|NUP133|NUP155|NUP160|NUP188|NUP205|NUP35|NUP37|NUP43|NUP54|NUP58|NUP62|NUP85|NUP93|NUP98|PAFAH1B1|PDS5A|PDS5B|PLK1|PMF1|POM121|HDAC8|PPP2R2A|PTTG1|RAD21|RAN|RANGAP1|RCC1|RCC2|RPS27|SEC13|SEH1L|SGO1|SGO2|SIRT2|SKA1|SKA2|SMC1A|SMC3|SPAST|SPC24|SPC25|SPDL1|STAG1|STAG2|LMNA|SUMO1|TAOK1|TMPO|TNPO1|TUBA1A|TUBA1B|TUBA1C|TUBA4A|TUBA8|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|UBE2C|UBE2D1|UBE2E1|UBE2I|UBE2S|VPS4A|VRK1|VRK2|WAPL|XPO1|ZW10|ZWILCH|ZWINT|PPP1CC|PPP2CA|PPP2CB|PPP2R1A|PPP2R1B|PPP2R5A|PPP2R5B|PPP2R5C|PPP2R5D|PPP2R5E|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|RANBP2|RPS27A|SEM1|UBA52|UBB|UBC|AHCTF1|ANAPC1|ANAPC10|ANAPC11|ANAPC15|ANAPC16|ANAPC2|ANAPC4|ANAPC5|ANAPC7|ANKLE2|AURKB|B9D2|BANF1|BIRC5|BUB1|BUB1B|BUB3|CC2D1B|CCNB2|CDC16|CDC20|CDC23|CDC26|CDC27|CDCA5|CDCA8|CDK1|CENPA|CENPC|CENPE|CENPF|CENPH|CENPI|CENPK|CENPL|CENPM|CENPN|CENPO|CENPP|CENPQ|CENPS|CENPT|CENPU|CHMP2A|CHMP2B|CHMP3|CHMP4A|CHMP4B|CHMP4C|CHMP6|CHMP7|CKAP5|CLASP1|CLASP2|DSN1|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","226","ENR","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","2.6054","0.0","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE",,,"false","REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE"
"3","-1.0","-0.5539","0.0056","0.233","COL1A1|COL1A2|COL2A1|COL3A1|BMP1|CD151|COL10A1|COL11A1|COL11A2|COL12A1|COL14A1|COL15A1|COL18A1|COL24A1|COL27A1|COL4A1|COL4A2|COL4A3|COL4A4|COL4A5|COL4A6|COL5A1|COL5A2|COL5A3|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL8A2|COL9A1|COL9A2|COL9A3|CTSB|CTSL|CTSS|CTSV|DST|ITGA6|ITGB4|LAMA3|LAMB3|LAMC2|LOX|LOXL1|LOXL2|LOXL3|LOXL4|MMP13|MMP7|MMP9|PCOLCE|PLEC|PXDN|TLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES","55","ENR","REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES","-1.8427","0.0","REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES",,,"false","REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"
"1","-0.9989","-0.4604","0.0482","0.995","POLR2A|AGO1|POLR2B|AGO2|POLR2C|H2AC14|POLR2D|H2AC18|POLR2E|H2AC19|POLR2F|H2AC20|POLR2G|H2AC4|POLR2H|H2AC6|POLR2I|H2AC7|POLR2J|H2AC8|POLR2K|H2AJ|POLR2L|H2AX|H2AZ2|H2BC10|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|IPO8|RANBP2|NDC1|TNRC6A|NUP107|NUP133|NUP153|NUP155|NUP160|NUP188|NUP205|NUP210|NUP214|NUP35|NUP37|NUP42|NUP43|NUP50|NUP54|NUP58|NUP62|NUP85|NUP88|NUP93|TPR|NUP98|POM121|POM121C|AAAS|RAE1|RAN|SEC13|SEH1L","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","100","ENR","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","-1.6288","0.0011","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS",,,"false","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS"
"1","1.0","0.4639","0.0125","0.081","FBXO5|UBA52|UBB|UBC|BTRC|PSMA1|PSMA2|FZR1|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|CDC20|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|CUL1|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|RPS27A|SEM1|SKP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","53","ENR","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1","2.04","0.0","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1",,,"false","REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1"
,"-1.0","-0.5901","0.0084","0.348","ADCY3|EBF1|GNAL|GNB1|LDB1|LHX2|OR10A2|OR10H1|OR10H5|OR10K1|OR14J1|OR1A1|OR1D2|OR1F1|OR1I1|OR2A5|OR2AT4|OR2G6|OR2L2|OR2M3|OR2T12|OR4D9|OR4K17|OR52K1|OR56A4|OR5A2|OR5AS1|OR5AU1|OR6C74|OR6J1|OR6Y1|OR7A17|OR7C1|OR7D2|OR8A1|REEP1|RTP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_OLFACTORY_SIGNALING_PATHWAY","37","ENR","REACTOME_OLFACTORY_SIGNALING_PATHWAY","-1.8106","0.0","REACTOME_OLFACTORY_SIGNALING_PATHWAY",,,"false","REACTOME_OLFACTORY_SIGNALING_PATHWAY"
"2","1.0","0.3486","0.0309","0.432","CDK9|POLR2A|POLR2B|GTF2A1|POLR2C|GTF2A2|POLR2D|POLR2E|FEN1|POLR2F|LIG1|POLR2G|POLR2H|POLR2I|POLR2J|POLR2K|POLR2L|KPNA1|SUPT4H1|SUPT5H|TAF11|TAF13|TAF5|TBP|HMGA1|TAF6|CCNH|CDK7|ERCC2|ERCC3|GTF2H1|GTF2H2|GTF2H3|GTF2H4|GTF2H5|MNAT1|ELOA|SSRP1|SUPT16H|TCEA1|RNGTT|RNMT|RANBP2|CD4|RPS27A|CTDP1|NELFA|NELFCD|NELFE|ELOC|NDC1|MVB12A|TAF9B|MVB12B|TSG101|UBAP1|VPS28|CHMP5|VPS37A|LIG4|VPS37B|VPS4B|VPS37C|VTA1|NELFB|VPS37D|PPIA|NUP107|NUP133|NUP153|NUP155|NUP160|NUP188|NUP205|NUP210|NUP214|XRCC4|NUP35|XRCC5|NUP37|XRCC6|NUP42|NUP43|NUP50|NUP54|NUP58|CXCR4|NUP62|NUP85|NUP88|NUP93|TPR|GTF2F1|NUP98|GTF2F2|PSIP1|UBA52|UBB|UBC|POM121|POM121C|AAAS|RAE1|NMT1|RAN|NMT2|RANGAP1|RCC1|SEC13|SEH1L|TAF10|BANF1|RANBP1|TAF12|TAF9|ELOB|TAF1|TAF15|TAF2|TAF3|TAF4|TAF4B|TAF7|VPS4A|NCBP1|XPO1|CHMP2A|NCBP2|CHMP2B|CHMP3|CHMP4A|CHMP4B|CHMP4C|CHMP6|CHMP7|NEDD4L|CCNK|FURIN|CCNT2|ELL|GTF2B|GTF2E1|GTF2E2|PDCD6IP|CCNT1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HIV_LIFE_CYCLE","145","ENR","REACTOME_HIV_LIFE_CYCLE","1.8161","0.0","REACTOME_HIV_LIFE_CYCLE",,,"false","REACTOME_HIV_LIFE_CYCLE"
"2","0.9903","0.3348","0.0875","0.968","CDK9|POLR2A|POLR2B|GTF2A1|POLR2C|GTF2A2|POLR2D|POLR2E|POLR2F|POLR2G|GTF2F1|POLR2H|GTF2F2|POLR2I|POLR2J|POLR2K|POLR2L|SUPT4H1|SUPT5H|TAF11|TAF13|TAF5|TBP|TAF6|CCNH|CDK7|ERCC2|ERCC3|TAF10|GTF2H1|TAF12|GTF2H2|GTF2H3|GTF2H4|TAF9|GTF2H5|MNAT1|ELOA|SSRP1|SUPT16H|TCEA1|ELOB|RNGTT|RNMT|TAF1|TAF15|TAF2|TAF3|TAF4|TAF4B|TAF7|CTDP1|NCBP1|NCBP2|NELFA|NELFCD|NELFE|ELOC|TAF9B|CCNK|CCNT2|ELL|GTF2B|NELFB|GTF2E1|GTF2E2|CCNT1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME","67","ENR","REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME","1.5657","0.0097","REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME",,,"false","REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME"
,"-0.9937","-0.6225","0.0286","0.925","A4GALT|ST3GAL3|B3GALNT1|B3GNT5|B4GALNT1|ST6GALNAC6|B4GALT5|B4GALT6|CERK|GAL3ST1|ST3GAL2|ST3GAL5|ST6GALNAC5|ST8SIA5|UGCG|UGT8|B3GALT4|FUT1|FUT2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS","19","ENR","REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS","-1.6855","0.0063","REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS",,,"false","REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS"
"1","1.0","0.3586","0.0718","0.916","MKRN1|TNKS|TNKS2|AKT1|AKT2|AKT3|UBA52|UBB|UBC|OTUD3|WWP2|PSMA1|STUB1|TRIM27|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|RNF146|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|XIAP|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PREX2|PSME4|PSMF1|PTEN|RPS27A|SEM1|USP13|CSNK2A1|FRK|CSNK2A2|CSNK2B|NEDD4","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY","67","ENR","REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY","1.6057","0.0","REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",,,"false","REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY"
"3","-0.9855","-0.4647","0.0927","1.0","COL1A1|COL1A2|COL2A1|COL3A1|BMP1|COL10A1|COL11A1|COL11A2|COL12A1|COL14A1|COL15A1|COL18A1|COL24A1|COL27A1|COL4A1|COL4A2|COL4A3|COL4A4|COL4A5|COL4A6|COL5A1|COL5A2|COL5A3|COL6A1|COL6A2|COL6A3|COL7A1|COL8A1|COL8A2|COL9A1|COL9A2|COL9A3|COL13A1|COL16A1|COL23A1|ADAMTS14|ADAMTS2|ADAMTS3|PCOLCE|COL19A1|COL20A1|COL21A1|TLL2|COL22A1|COL26A1|COL28A1|COLGALT1|COLGALT2|CRTAP|P3H1|P3H2|P3H3|P4HA1|P4HA2|P4HA3|P4HB|PCOLCE2|PLOD1|PLOD2|PLOD3|PPIB|SERPINH1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","62","ENR","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES","-1.5543","0.0145","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",,,"false","REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"
